icp,load1,load2,time
0.048583212290144666,935.7833198044375,-349.53870264556235,0.9191579818725586
0.04858321229014467,938.4097760444376,-349.53870264556235,0.9372372627258301
0.048583212290144694,957.7798908144375,-349.2103956155622,0.9550139904022217
0.048583212290144714,948.5872939744379,-349.2103956155622,0.9727652072906494
0.04858321229014474,939.7230041644377,-348.8820885855623,0.990483283996582
0.04858321229014477,939.7230041644377,-348.5537815555624,1.0081310272216797
0.04858321229014479,939.0663901044379,-348.5537815555624,1.0258018970489502
0.04858321229014481,943.0060744644377,-348.2254745255623,1.0435411930084229
0.048583212290144825,947.9306799144376,-348.5537815555624,1.0612576007843018
0.04859061859066781,940.7079252544379,-347.89716749556237,1.0789506435394287
0.04865501689872607,956.1383556644375,-347.89716749556237,1.097266435623169
0.04892500424497917,939.0663901044379,-347.56886046556224,1.1151623725891113
0.0496667350355957,939.3946971344378,-347.56886046556224,1.1329467296600342
0.05120405287625924,940.3796182244375,-347.56886046556224,1.150658130645752
0.05382188263941812,938.7380830744376,-347.24055343556233,1.1683411598205566
0.05768301023407933,943.3343814944376,-347.24055343556233,1.1865382194519043
0.06276861554664032,946.2891447644377,-346.5839393755623,1.2044382095336914
0.06885465227704116,940.0513111944376,-346.5839393755623,1.2220594882965088
0.07554124478245447,951.5420572444375,-346.5839393755623,1.2397077083587646
0.08233259317542574,957.7798908144375,-346.2556323455624,1.2573883533477783
0.08874072586258426,937.7531619844378,-346.2556323455624,1.2750089168548584
0.0943763328129206,936.7682408944377,-345.92732531556226,1.2926273345947266
0.09900581950629135,937.4248549544375,-345.92732531556226,1.3102750778198242
0.10256438564781445,937.7531619844378,-345.59901828556235,1.3280198574066162
0.1051221968683716,936.4399338644378,-345.59901828556235,1.3456695079803467
0.106828479955093,937.0965479244376,-345.2707112555622,1.363271713256836
0.10786195574434286,947.9306799144376,-345.2707112555622,1.38096022605896
0.10839222042889081,950.5571361544378,-345.2707112555622,1.4002220630645752
0.10855646194684658,956.7949697244378,-344.9424042255623,1.4184043407440186
0.10846139906191878,937.7531619844378,-344.9424042255623,1.437333106994629
0.10819498224312124,935.4550127744376,-344.6140971955624,1.4562928676605225
0.10781102993971403,16.34708752000015,-344.2857901655623,1.4751391410827637
0.10728455061477256,13.392324250000094,-344.6140971955624,1.4951350688934326
0.10647961777611205,14.37724533999981,-344.2857901655623,1.5144827365875244
0.10515853441566327,14.37724533999981,-344.2857901655623,1.533738136291504
0.10303235448336169,13.72063128,-343.95748313556237,1.5546984672546387
0.09984828232172092,15.690473459999886,-343.62917610556224,1.575892448425293
0.09549271255025112,21.928307029999907,-343.62917610556224,1.5973434448242188
0.09005604151995585,15.033859400000075,-343.30086907556233,1.619248867034912
0.08382220039480484,17.003701579999962,-343.30086907556233,1.6403911113739014
0.07719990927700432,17.332008609999868,-342.9725620455622,1.661534309387207
0.07062598142233355,50.49101863999986,-342.9725620455622,1.682602882385254
0.06447366069495379,22.913228120000078,-342.9725620455622,1.7051115036010742
0.0590043531546181,22.584921090000172,-342.6442550155623,1.7260875701904297
0.05436562272222267,22.256614059999812,-342.6442550155623,1.7456085681915283
0.05061106758351499,15.36216642999998,-342.3159479855624,1.7638654708862305
0.04772450329115045,13.72063128,-342.3159479855624,1.7818918228149414
0.04564235121247496,14.37724533999981,-342.3159479855624,1.799821376800537
0.04427137117805885,15.36216642999998,-341.98764095556226,1.8178555965423584
0.043493585028999075,15.033859400000075,-341.98764095556226,1.8357906341552734
0.04316362576474132,15.690473459999886,-341.65933392556235,1.8543004989624023
0.04311775342864977,16.675394550000057,-341.65933392556235,1.872267484664917
0.04320057946552182,14.70555237000017,-341.65933392556235,1.890317678451538
0.04329509775103242,28.166140599999927,-341.3310268955622,1.9082860946655273
0.04333724180040795,17.332008609999868,-341.0027198655623,1.9262583255767822
0.043315234796960755,15.033859400000075,-341.0027198655623,1.9441804885864258
0.04325721790170253,15.690473459999886,-341.0027198655623,1.9621541500091553
0.04320460279876872,15.36216642999998,-340.3461058055623,1.9800803661346436
0.04318811022840247,17.332008609999868,-340.6744128355624,1.9979689121246338
0.04322138898063316,15.033859400000075,-340.3461058055623,2.0159072875976562
0.04330395649948233,15.033859400000075,-340.3461058055623,2.033850908279419
0.04342297637711545,14.70555237000017,-340.01779877556237,2.05171537399292
0.0435552316088237,15.033859400000075,-340.01779877556237,2.06964373588562
0.04367710077114501,14.048938309999905,-339.36118471556233,2.087571144104004
0.04377519446839077,15.36216642999998,-339.68949174556224,2.10550594329834
0.04384890628189983,17.660315640000228,-339.36118471556233,2.12337327003479
0.04390833292658,14.048938309999905,-339.36118471556233,2.141429901123047
0.04396517678486208,14.048938309999905,-339.0328776855622,2.1593074798583984
0.04402318389588454,14.048938309999905,-339.0328776855622,2.1774439811706543
0.04407886479511437,13.064017220000189,-338.7045706555623,2.195323944091797
0.044128885192512284,15.033859400000075,-338.7045706555623,2.213487386703491
0.04417800350019713,17.003701579999962,-338.3762636255624,2.2313804626464844
0.04423952303339969,14.70555237000017,-338.3762636255624,2.249439001083374
0.04432711887067824,13.72063128,-338.04795659556225,2.2672581672668457
0.04444788352884483,14.048938309999905,-338.04795659556225,2.285168409347534
0.04460052868982719,12.079096130000018,-338.04795659556225,2.303102493286133
0.04477662429811631,12.407403159999923,-337.71964956556235,2.3210508823394775
0.044963283449205894,14.048938309999905,-337.71964956556235,2.3389389514923096
0.045146174795341394,13.72063128,-337.3913425355622,2.3568575382232666
0.045312152343285374,15.033859400000075,-337.3913425355622,2.374706983566284
0.0454535876433817,14.70555237000017,-337.3913425355622,2.3926734924316406
0.045574328451068166,16.01878048999979,-337.0630355055623,2.4106109142303467
0.0456863842278781,14.70555237000017,-337.0630355055623,2.428463935852051
0.045795897956388054,15.690473459999886,-336.7347284755624,2.4463324546813965
0.045899067484925435,16.01878048999979,-336.7347284755624,2.4643383026123047
0.04599347917585676,15.36216642999998,-336.4064214455623,2.482619047164917
0.04608469864190804,15.033859400000075,-336.07811441556237,2.500565528869629
0.04618376149478442,14.048938309999905,-336.07811441556237,2.518462657928467
0.04630632064648943,15.690473459999886,-336.07811441556237,2.5363223552703857
0.04646962263335522,14.37724533999981,-336.07811441556237,2.554159641265869
0.046681754904121124,15.36216642999998,-335.74980738556224,2.572035312652588
0.04693146222874967,15.36216642999998,-335.42150035556233,2.589871406555176
0.04718985879067469,14.37724533999981,-335.0931933255622,2.6077189445495605
0.04742272248037203,14.37724533999981,-335.42150035556233,2.625612497329712
0.04760676554191658,14.048938309999905,-335.0931933255622,2.6434993743896484
0.04774500978202122,12.735710189999828,-335.0931933255622,2.661386728286743
0.04786341682715356,13.72063128,-334.7648862955623,2.679332733154297
0.047984617566319776,15.033859400000075,-334.7648862955623,2.6971960067749023
0.04810746211816329,15.36216642999998,-334.7648862955623,2.7151670455932617
0.04821565653309672,16.01878048999979,-334.4365792655624,2.733086109161377
0.04830363273412052,16.675394550000057,-334.4365792655624,2.751343250274658
0.048383977291440894,16.34708752000015,-334.10827223556225,2.7693166732788086
0.0484697452703721,14.70555237000017,-334.10827223556225,2.787189245223999
0.048561797201780325,10.765868009999942,-334.10827223556225,2.813047409057617
0.04865458190887223,14.70555237000017,-333.77996520556235,2.831026315689087
0.048750247726864454,16.34708752000015,-333.77996520556235,2.8489267826080322
0.048866565804765914,14.048938309999905,-333.4516581755622,2.8668735027313232
0.04902919277077413,14.37724533999981,-333.4516581755622,2.884840488433838
0.049256784922257116,17.660315640000228,-333.1233511455623,2.9026944637298584
0.04955015711875037,16.01878048999979,-333.1233511455623,2.920661449432373
0.049884684380622504,14.70555237000017,-332.7950441155624,2.9385623931884766
0.050213085713081106,14.048938309999905,-332.7950441155624,2.956458568572998
0.050488428634054124,13.064017220000189,-332.7950441155624,2.974297285079956
0.050689117328768164,16.01878048999979,-332.4667370855623,2.992274045944214
0.05082157530257906,14.70555237000017,-332.4667370855623,3.010094165802002
0.05090681936282894,12.735710189999828,-332.4667370855623,3.0279810428619385
0.05096817376690522,12.735710189999828,-332.13843005556237,3.0458338260650635
0.05102465127075841,12.735710189999828,-331.81012302556223,3.0637383460998535
0.05108580417451205,13.392324250000094,-331.81012302556223,3.0816361904144287
0.05114661032870785,12.735710189999828,-331.81012302556223,3.0994794368743896
0.05118982091627882,12.735710189999828,-331.48181599556233,3.118565320968628
0.05119652798530799,14.37724533999981,-331.1535089655622,3.136650562286377
0.05115981865089887,12.735710189999828,-331.48181599556233,3.1545376777648926
0.051097609734625835,13.064017220000189,-331.1535089655622,3.1724283695220947
0.05104487322095928,11.422482070000207,-330.8252019355623,3.1902735233306885
0.05102127538077993,12.407403159999923,-331.1535089655622,3.208122968673706
0.05101397292796306,12.079096130000018,-330.8252019355623,3.2260026931762695
0.05099786535796046,13.064017220000189,-330.4968949055624,3.243915557861328
0.050960687218272044,13.064017220000189,-330.4968949055624,3.261810779571533
0.05090271600473107,13.392324250000094,-330.16858787556225,3.2797157764434814
0.050828659153779876,13.064017220000189,-330.4968949055624,3.2976725101470947
0.050750718694834406,12.735710189999828,-329.84028084556235,3.315558910369873
0.05068687168437381,13.392324250000094,-329.84028084556235,3.3335025310516357
0.05064730534280265,13.72063128,-329.84028084556235,3.3513808250427246
0.050630368426159464,14.70555237000017,-329.84028084556235,3.3692705631256104
0.05063143274240072,13.72063128,-329.5119738155622,3.3871943950653076
0.050644619970615465,12.407403159999923,-329.5119738155622,3.4051642417907715
0.05065913084814977,13.72063128,-329.5119738155622,3.4230785369873047
0.05065998539217318,13.064017220000189,-329.5119738155622,3.442065954208374
0.05063071148528648,12.079096130000018,-328.8553597555624,3.4603965282440186
0.05056376312376442,12.407403159999923,-328.8553597555624,3.4785430431365967
0.050472933717201754,13.392324250000094,-328.8553597555624,3.4964964389801025
0.05038664416923147,15.690473459999886,-328.8553597555624,3.514399528503418
0.050327052194319516,13.392324250000094,-328.52705272556227,3.5323164463043213
0.05030194823332853,13.392324250000094,-328.19874569556237,3.550265073776245
0.05031438223853956,12.407403159999923,-328.52705272556227,3.5682384967803955
0.05036677466651683,13.064017220000189,-327.87043866556223,3.5861294269561768
0.05045205045720187,13.72063128,-328.19874569556237,3.604012966156006
0.050555445107912905,13.72063128,-327.87043866556223,3.6219096183776855
0.050670423482360845,13.392324250000094,-327.5421316355623,3.6397385597229004
0.0507978130531407,13.392324250000094,-327.5421316355623,3.657712936401367
0.050930969814055364,12.079096130000018,-327.5421316355623,3.675682783126831
0.05105760918319183,12.735710189999828,-327.2138246055622,3.6936607360839844
0.05117039249912245,11.750789100000112,-327.2138246055622,3.7115461826324463
0.0512678143669446,13.392324250000094,-326.8855175755623,3.729485034942627
0.05135330232992688,13.064017220000189,-327.2138246055622,3.7473888397216797
0.051438409161872284,11.094175039999847,-326.5572105455624,3.7667219638824463
0.051538508622434975,13.064017220000189,-326.8855175755623,3.784627914428711
0.051658958546021864,14.37724533999981,-326.5572105455624,3.802525281906128
0.051787022651132296,14.37724533999981,-326.5572105455624,3.8203728199005127
0.05189700773436169,14.37724533999981,-326.22890351556225,3.838327646255493
0.051967644046716235,13.392324250000094,-325.90059648556235,3.85624623298645
0.05199686147040039,14.70555237000017,-325.90059648556235,3.8741207122802734
0.05199546318982257,15.690473459999886,-325.90059648556235,3.891993999481201
0.05197602000203761,16.34708752000015,-325.90059648556235,3.9099912643432617
0.051957447181102026,15.033859400000075,-325.5722894555622,3.9279322624206543
0.05197098866636846,17.332008609999868,-325.2439824255623,3.945807456970215
0.05204899185099997,15.690473459999886,-325.2439824255623,3.9637324810028076
0.05220483620056621,14.37724533999981,-324.9156753955624,3.9816761016845703
0.05242603220287032,14.70555237000017,-324.9156753955624,3.9995086193084717
0.05268355174859593,15.033859400000075,-324.9156753955624,4.017488241195679
0.052943859657078624,14.048938309999905,-324.9156753955624,4.035439491271973
0.05317459503069116,16.34708752000015,-324.58736836556227,4.053495168685913
0.05334672182635249,16.34708752000015,-324.58736836556227,4.071386337280273
0.05344479926669979,14.70555237000017,-324.58736836556227,4.08957052230835
0.053479184663098395,14.70555237000017,-324.25906133556236,4.107512712478638
0.05348129604855631,14.37724533999981,-324.25906133556236,4.125495910644531
0.05348691579621251,13.72063128,-323.93075430556223,4.143382787704468
0.05352362891980151,13.392324250000094,-323.93075430556223,4.1613311767578125
0.05360585355289292,13.064017220000189,-323.93075430556223,4.179216146469116
0.05373481072690572,12.407403159999923,-323.6024472755623,4.197173833847046
0.05389884512240542,13.72063128,-323.6024472755623,4.215086460113525
0.0540724443293521,13.064017220000189,-323.2741402455622,4.2330098152160645
0.054221347707496724,13.064017220000189,-323.6024472755623,4.25094747543335
0.05431213104167726,13.064017220000189,-322.9458332155623,4.268924951553345
0.0543163425654179,13.392324250000094,-322.9458332155623,4.2867958545684814
0.05421398355263787,12.735710189999828,-322.9458332155623,4.304754972457886
0.05400038152598056,14.37724533999981,-322.9458332155623,4.322626352310181
0.05368893575251652,13.392324250000094,-322.6175261855624,4.340507507324219
0.053307599431138004,14.048938309999905,-322.28921915556225,4.3583245277404785
0.05289251223019428,12.407403159999923,-322.28921915556225,4.376239061355591
0.05248117876105059,13.064017220000189,-322.28921915556225,4.394408226013184
0.052106698762450804,12.735710189999828,-321.96091212556234,4.412453889846802
0.0517938210216615,12.407403159999923,-321.96091212556234,4.430390357971191
0.05155702975269156,12.735710189999828,-321.96091212556234,4.448271989822388
0.05140047929051521,12.407403159999923,-321.96091212556234,4.466148853302002
0.05131935741752822,12.407403159999923,-321.3042980655623,4.484041213989258
